Name,Endangerment,Speakers,Latitude,Longitude,CountriesCount,Countries
Sorbian,Definitely endangered,19500,51.5001,14.4744,1,Germany
Biete,Definitely endangered,19000,25.6514,93.2409,1,India
Hrangkhol,Vulnerable,19000,24.1467,92.3071,1,India
Terena,Severely endangered,19000,-20.2841,-55.4638,1,Brazil
Kati,Definitely endangered,18700,35.3845,71.3177,2,"Pakistan, Afghanistan"
Kulung,Vulnerable,18686,27.518,86.9375,1,Nepal
Kaingang,Definitely endangered,18500,-28.1495,-52.4707,1,Brazil
Lowland Mazatec,Vulnerable,18389,18.0801,-96.5236,1,Mexico
Vafsi,Definitely endangered,18000,34.0867,49.8861,1,Iran (Islamic Republic of)
Bassari,Vulnerable,17910,12.4419,-12.6617,1,Senegal
Bayot,Vulnerable,17150,12.4218,-16.4149,1,Senegal
Pochuri,Vulnerable,17000,25.6712,94.779,1,India
Tamahaq (Libya),Definitely endangered,17000,24.9611,10.1733,1,Libyan Arab Jamahiriya
Swampy Cree,Vulnerable,16685,53.9849,-97.7626,1,Canada
Koraga,Critically endangered,16665,11.6952,75.6738,1,India
Oyda,Vulnerable,16597,5.9438,36.6503,1,Ethiopia
Pangvali,Critically endangered,16285,33.4589,76.9152,1,India
Shipibo-Conibo,Definitely endangered,16085,-8.4289,-74.6411,1,Peru
Amba,Vulnerable,16000,0.6737,30.198,1,Uganda
Tsez,Definitely endangered,15356,42.2376,45.8734,1,Russian Federation
Bonan,Definitely endangered,15000,36.089,102.843,1,China
Chrau,Definitely endangered,15000,10.5634,107.1496,1,Viet Nam
Dari,Definitely endangered,15000,31.8402,54.1625,1,Iran (Islamic Republic of)
Dzala,Vulnerable,15000,27.7078,91.3623,1,Bhutan
Ersu,Definitely endangered,15000,28.7778,102.1277,1,China
Gangte,Definitely endangered,15000,24.1968,93.587,1,India
Gurdu-Mbaaru,Severely endangered,15000,9.7415,10.4534,1,Nigeria
Ha-lung Tibetan,Definitely endangered,15000,27.6831,87.8256,1,Nepal
Hlersu,Vulnerable,15000,24.3789,102.046,1,China
Kwama,Vulnerable,15000,9.5465,34.2059,1,Ethiopia
Lavua,Definitely endangered,15000,18.4483,98.1848,1,Thailand
Macushi (Brazil),Vulnerable,15000,3.7765,-61.1279,1,Brazil
Nahali,Definitely endangered,15000,21.4735,74.0258,1,India
Naluo,Vulnerable,15000,26.5895,100.8506,1,China
O'odham (Akimel),Definitely endangered,15000,33.059,-112.0479,1,United States of America
O'odham (Tohono),Definitely endangered,15000,31.9186,-111.8798,1,United States of America
Paiwan,Vulnerable,15000,22.4313,120.7809,1,China
Rao,Definitely endangered,15000,25.871,107.0476,1,China
Semai,Severely endangered,15000,4.3039,101.445,1,Malaysia
Shatt,Severely endangered,15000,10.8117,29.7235,1,Sudan
Siwi,Definitely endangered,15000,29.1905,25.5322,1,Egypt
Tagargrent,Severely endangered,15000,30.9587,4.0209,1,Algeria
Totoli,Vulnerable,15000,0.8953,120.2838,1,Indonesia
Aruaco,Vulnerable,14799,10.0986,-73.5424,1,Colombia
Yakkha,Critically endangered,14648,27.1908,87.3358,1,Nepal
Kuruba,Critically endangered,14613,11.4369,76.3549,1,India
Tuamotuan,Definitely endangered,14400,-14.9354,-147.7455,1,French Polynesia (France)
Katla,Definitely endangered,14208,11.7329,29.3939,1,Sudan
Garífuna (Belize),Vulnerable,14061,17.1833,-88.5833,1,Belize
Thulung,Definitely endangered,14034,27.4534,86.6423,1,Nepal
Bawm,Definitely endangered,14000,22.1874,92.6477,2,"Bangladesh, India"
Guajajara,Vulnerable,14000,-4.8282,-46.8017,1,Brazil
Niuean,Definitely endangered,14000,-19.0491,-169.8706,1,Niue
Uhunduni,Vulnerable,14000,-4.2054,137.031,1,Indonesia
Gusilay,Vulnerable,13950,12.7019,-16.4382,1,Senegal
Xavante,Vulnerable,13303,-14.4832,-53.5305,1,Brazil
Dondo,Vulnerable,13000,0.747,120.4266,1,Indonesia
Nalu,Definitely endangered,13000,10.9523,-14.7629,1,Guinea
Tagoi,Severely endangered,13000,10.8252,30.1657,1,Sudan
Karko,Definitely endangered,12986,11.964,29.4186,1,Sudan
San Mateo del Mar Huave,Vulnerable,12667,16.2,-94.9833,1,Mexico
Q'eqchi' (Belize),Vulnerable,12366,16.8107,-88.3999,1,Belize
Kadaru,Definitely endangered,12360,12.1789,30.2398,1,Sudan
Mazatlán Mazatec,Vulnerable,12340,18.033,-96.8999,1,Mexico
Badiaranke,Severely endangered,12205,12.4043,-13.5736,1,Guinea
Alune,Vulnerable,12000,-3.0637,128.3752,1,Indonesia
Bangani,Critically endangered,12000,29.8692,79.0686,1,India
Chamalal,Definitely endangered,12000,42.5712,46.0739,1,Russian Federation
Chru,Vulnerable,12000,11.4666,109.05,1,Viet Nam
Hill Miri,Definitely endangered,12000,27.7078,94.0374,1,India
Jinuo,Definitely endangered,12000,21.4758,101.3111,1,China
Muya,Vulnerable,12000,30.2593,101.7497,1,China
Samei,Severely endangered,12000,25.0756,103.0133,1,China
Tajio,Vulnerable,12000,-0.0954,120.0173,1,Indonesia
Tobada',Extinct,12000,-2.019,119.4708,1,Indonesia
Yaqui (Mexico),Vulnerable,11806,27.6436,-110.296,1,Mexico
Ch'orti' (Guatemala),Definitely endangered,11734,14.968,-89.2905,1,Guatemala
Filomeno Mata Totonac,Vulnerable,11710,20.198,-97.7022,1,Mexico
Komo,Definitely endangered,11500,9.0804,34.0905,2,"Ethiopia, Sudan"
Tuwuli,Vulnerable,11400,7.0572,0.3845,1,Ghana
Idu,Definitely endangered,11101,28.6496,95.8419,2,"China, India"
Kari'ña (Venezuela),Severely endangered,11000,8.4941,-64.0942,1,Venezuela (Bolivarian Republic of)
Machiguenga,Definitely endangered,11000,-11.8888,-72.9052,1,Peru
Piaroa (Venezuela),Vulnerable,11000,4.5435,-66.7089,1,Venezuela (Bolivarian Republic of)
Tuvaluan,Definitely endangered,11000,-8.5049,179.187,1,Tuvalu
Waunana (Colombia),Vulnerable,11000,4.2806,-77.0581,1,Colombia
Noon,Vulnerable,10925,14.8173,-16.5234,1,Senegal
Sampang,Vulnerable,10810,27.257,86.9444,1,Nepal
Central Alaskan Yupik (2),Vulnerable,10400,61.4387,-160.4882,1,United States of America
Central Alaskan Yupik (Nuniak Island),Vulnerable,10400,59.8889,-166.289,1,United States of America
Bukiyip,Vulnerable,10304,-3.4256,143.0886,1,Papua New Guinea
Saparua,Definitely endangered,10216,-3.5757,128.6464,1,Indonesia
Darai,Severely endangered,10210,27.9264,84.331,1,Nepal
Bandial,Vulnerable,10125,12.5317,-16.1553,1,Senegal
Bongo,Definitely endangered,10084,6.1405,31.7999,1,Sudan
Northwestern Tarahumara,Vulnerable,10031,27.9169,-107.0552,1,Mexico
Algherese Catalan,Definitely endangered,10000,40.5638,8.3276,1,Italy
Aragonese,Definitely endangered,10000,42.2935,-0.4394,1,Spain
Baima,Vulnerable,10000,33.1531,103.8696,1,China
Bukharic,Definitely endangered,10000,39.8043,64.4224,1,Uzbekistan
Bunun,Vulnerable,10000,23.3624,121.1077,1,China
Burunge,Vulnerable,10000,-4.7297,35.7769,1,United Republic of Tanzania
Chayahuita,Definitely endangered,10000,-5.3425,-76.6955,1,Peru
Cherokee (Oklahoma),Definitely endangered,10000,36.7544,-98.3569,1,United States of America
Dalecarlian,Definitely endangered,10000,61.2385,14.0295,1,Sweden
"Huitoto (Colombia, Peru)",Definitely endangered,10000,-3.0308,-71.8066,2,"Colombia, Peru"
Hulaula (Israel),Severely endangered,10000,32.2128,34.9118,1,Israel
Karang,Vulnerable,10000,8.3093,15.3588,1,Chad
Karelian (Tver),Definitely endangered,10000,58.1533,36.101,1,Russian Federation
Karone,Vulnerable,10000,12.7769,-16.7733,1,Senegal
Kryz,Severely endangered,10000,41.1455,48.164,1,Azerbaijan
"Kurripako (Colombia, Venezuela)",Definitely endangered,10000,2.3723,-67.5659,2,"Colombia, Venezuela (Bolivarian Republic of)"
Kurtöp,Vulnerable,10000,27.7127,90.9667,1,Bhutan
Lamgang,Critically endangered,10000,24.2569,94.0759,1,India
Miqie,Definitely endangered,10000,26.9053,100.8506,1,China
Mojo,Definitely endangered,10000,-14.966,-65.1708,1,Bolivia (Plurinational State of)
Muot,Critically endangered,10000,8.0932,93.4963,1,India
Naiki,Critically endangered,10000,19.8287,78.2281,1,India
Ñandeva Guarani,Vulnerable,10000,-22.0652,-54.7558,1,Brazil
Ngwaba,Severely endangered,10000,9.9904,12.81,1,Nigeria
North Frisian,Severely endangered,10000,54.7341,8.7478,1,Germany
Northern Khanty,Definitely endangered,10000,63.7047,66.676,1,Russian Federation
Nyah Kur,Definitely endangered,10000,15.6587,101.5068,1,Thailand
Nyenkha,Vulnerable,10000,27.4595,90.4119,1,Bhutan
Orang Hulu,Definitely endangered,10000,1.8871,103.984,1,Malaysia
Otoro,Severely endangered,10000,11.1864,30.6353,1,Sudan
Solon,Definitely endangered,10000,48.166,119.4873,1,China
Southern Tujia,Severely endangered,10000,28.258,109.9398,1,China
Taba,Vulnerable,10000,0.0659,127.4084,1,Indonesia
Talu,Vulnerable,10000,26.5623,102.8506,1,China
Tamazight (Tunisia),Severely endangered,10000,36.0313,9.8767,1,Tunisia
Tayal,Vulnerable,10000,24.5458,121.3591,1,China
Temein,Severely endangered,10000,11.8377,29.4625,1,Sudan
Temiar,Definitely endangered,10000,4.9493,101.4113,1,Malaysia
Vidunda,Vulnerable,10000,-6.8664,37.304,1,United Republic of Tanzania
Kogui,Vulnerable,9911,10.8548,-74.0258,1,Colombia
Paloor,Vulnerable,9680,14.7801,-16.8035,1,Senegal
Choctaw (Louisiana),Vulnerable,9500,31.6822,-92.1252,1,United States of America
Choctaw (Mississipi),Vulnerable,9500,32.7713,-89.1163,1,United States of America
Choctaw (Oklahoma),Vulnerable,9500,34.1472,-94.81,1,United States of America
Gawar-Bati,Definitely endangered,9500,35.158,71.4083,2,"Pakistan, Afghanistan"
Taruang,Vulnerable,9332,28.12,95.88,3,"China, India, Myanmar"
Khaling,Definitely endangered,9288,27.5781,86.7163,1,Nepal
Nunavimmiutitut,Vulnerable,9105,58.1665,-68.3605,1,Canada
Woods Cree,Vulnerable,9095,55.1711,-102.9061,1,Canada
Phula (Viet Nam),Definitely endangered,9046,22.7833,105.4666,1,Viet Nam
Dol-po,Definitely endangered,9000,29.2193,83.0676,1,Nepal
Helong,Severely endangered,9000,-10.1905,123.5247,1,Indonesia
Lisela,Vulnerable,9000,-3.2392,127.0239,1,Indonesia
Motuo Menba,Definitely endangered,9000,28.664,94.0347,2,"China, India"
Panamahka,Vulnerable,9000,14.2856,-84.5947,1,Nicaragua
Zuni,Vulnerable,9000,35.082,-108.76,1,United States of America
Mopán (Belize),Severely endangered,8980,16.2449,-88.8654,1,Belize
Tulishi,Severely endangered,8628,11.5984,29.0917,1,Sudan
Central Cuicatec,Vulnerable,8621,17.8,-96.961,1,Mexico
Ts'amay,Definitely endangered,8621,5.4382,37.2463,1,Ethiopia
Phalura,Definitely endangered,8600,35.7264,71.7434,1,Pakistan
Ixcatlán Mazatec,Vulnerable,8593,18.1447,-96.4855,1,Mexico
Patla-Chicontla Totonac,Severely endangered,8590,20.1644,-97.6927,1,Mexico
Toram,Severely endangered,8456,11.1581,19.6023,1,Chad
Dene,Vulnerable,8195,56.4807,-109.4127,1,Canada
Micmac (Massachusetts),Definitely endangered,8145,42.3589,-71.0578,1,United States of America
Argobba,Critically endangered,8000,10.5958,39.9792,1,Ethiopia
Austral dialects,Definitely endangered,8000,-23.3775,-149.4909,1,French Polynesia (France)
Belanda Bor,Definitely endangered,8000,6.4954,27.7404,1,Sudan
Feroge,Vulnerable,8000,8.5049,25.7189,1,Sudan
Inga,Severely endangered,8000,1.1658,-77.0011,1,Colombia
Kanga,Severely endangered,8000,10.844,29.4708,1,Sudan
Lajia,Definitely endangered,8000,23.7439,110.0526,1,China
Lakha,Definitely endangered,8000,27.5898,90.3735,1,Bhutan
Mbya Guarani (Paraguay),Definitely endangered,8000,-26.5099,-55.2832,1,Paraguay
Mundurukú,Vulnerable,8000,-8.1027,-57.3486,1,Brazil
Ojibwe,Severely endangered,8000,46.0706,-93.6677,1,United States of America
Quichua (Salasaca),Definitely endangered,8000,-1.3511,-78.6511,1,Ecuador
Rongpo,Vulnerable,8000,30.7229,79.7387,1,India
Sanyi,Severely endangered,8000,24.9262,102.5134,1,China
Temuan,Severely endangered,8000,3.3709,101.984,1,Malaysia
Tingal,Definitely endangered,8000,12.238,31.1215,1,Sudan
Wampis,Vulnerable,8000,-3.4476,-77.7941,1,Peru
Wunai Bunu,Definitely endangered,8000,24.4146,107.8378,1,China
Yanesha,Severely endangered,8000,-10.3743,-75.2343,1,Peru
Pana,Definitely endangered,7800,13.165,-3.4277,1,Burkina Faso
Macushi (Guyana),Vulnerable,7750,3.6888,-59.4799,1,Guyana
Chukchi,Severely endangered,7742,67.6248,176.1767,1,Russian Federation
Awa Cuaiquer,Critically endangered,7500,1.4939,-78.5742,1,Colombia
Lishana Deni (Israel),Severely endangered,7500,31.7748,35.1013,1,Israel
Central Pame,Vulnerable,7399,21.9208,-99.3741,1,Mexico
Puinave,Definitely endangered,7377,4.434,-68.1591,2,"Colombia, Venezuela (Bolivarian Republic of)"
Mebengokre,Vulnerable,7266,-6.5569,-52.4707,1,Brazil
Tunebo,Definitely endangered,7231,6.4463,-72.0483,2,"Colombia, Venezuela (Bolivarian Republic of)"
Quechua of Peruvian Amazonia,Vulnerable,7200,-2.3723,-74.1137,1,Peru
Asur,Definitely endangered,7000,22.4719,84.9023,1,India
Bashkardi,Definitely endangered,7000,28.5169,57.7551,1,Iran (Islamic Republic of)
Burji,Vulnerable,7000,2.1857,37.9248,1,Kenya
Choyi,Definitely endangered,7000,30.8519,99.6659,1,China
Gazi,Definitely endangered,7000,32.8036,51.6211,1,Iran (Islamic Republic of)
Guichong,Vulnerable,7000,30.8148,101.7021,1,China
Natanzi,Severely endangered,7000,33.452,51.3006,1,Iran (Islamic Republic of)
Nayini,Severely endangered,7000,32.8519,53.1573,1,Iran (Islamic Republic of)
Parya,Severely endangered,7000,38.5094,68.0932,3,"Uzbekistan, Tajikistan, Afghanistan"
Segeju,Severely endangered,7000,-4.8173,39.0783,1,United Republic of Tanzania
Sivandi,Definitely endangered,7000,29.9168,51.5945,1,Iran (Islamic Republic of)
Soi,Definitely endangered,7000,31.6533,55.6787,1,Iran (Islamic Republic of)
Tucano (Brazil),Vulnerable,7000,0.1757,-67.2363,1,Brazil
Wapishana (Guyana),Vulnerable,7000,2.3065,-59.6997,1,Guyana
Yulu,Vulnerable,7000,8.3854,24.1754,3,"Central African Republic, Democratic Republic of the Congo, Sudan"
Zhaba,Vulnerable,7000,31.4,100.4734,1,China
Sakapultek,Definitely endangered,6973,14.9752,-91.0527,1,Guatemala
Chara,Vulnerable,6932,6.479,36.3647,1,Ethiopia
Kosraean,Severely endangered,6900,5.322,162.9904,2,"Micronesia (Federated States of), Nauru"
Waunana (Panama),Severely endangered,6882,8.2984,-78.1018,1,Panama
San Francisco del Mar Huave,Critically endangered,6874,16.3333,-94.5166,1,Mexico
Northern East Cree,Vulnerable,6870,53.6916,-78.8011,1,Canada
Micmac (Canada),Vulnerable,6850,45.9646,-60.6172,1,Canada
Northern Tepehuán,Definitely endangered,6802,26.4258,-107.2683,1,Mexico
Miju,Vulnerable,6700,28.1155,96.2896,2,"China, India"
Bussa,Vulnerable,6624,5.7225,37.1406,1,Ethiopia
Beli,Definitely endangered,6600,6.4736,29.2675,1,Sudan
Chesu,Definitely endangered,6600,24.4211,102.0459,1,China
Thuri,Vulnerable,6600,8.4397,25.4333,1,Sudan
Karata,Definitely endangered,6574,42.5874,46.3348,1,Russian Federation
Saulteau,Vulnerable,6558,50.5573,-98.6562,1,Canada
Kumāle,Severely endangered,6533,27.788,84.548,1,Nepal
Dimme,Vulnerable,6501,5.9548,36.2988,1,Ethiopia
Chiquitano (Bolivia),Definitely endangered,6500,-16.5835,-61.6113,1,Bolivia (Plurinational State of)
Tumtum,Severely endangered,6500,10.477,30.4321,1,Sudan
Bezhta,Definitely endangered,6461,42.1369,46.1508,1,Russian Federation
Thakali,Vulnerable,6441,28.7146,83.6478,1,Nepal
Dongotono,Vulnerable,6219,4.965,35.321,1,Sudan
Mawé,Vulnerable,6219,-3.8642,-56.7773,1,Brazil
Shor,Severely endangered,6210,53.0544,87.7478,1,Russian Federation
Oji-Cree,Vulnerable,6110,53.8141,-94.8977,1,Canada
Keiga,Severely endangered,6072,11.3184,29.696,1,Sudan
Ampibabo Lauje,Vulnerable,6000,0.3295,120.1904,1,Indonesia
Cashinahua (Brazil),Vulnerable,6000,-9.2603,-71.5304,1,Brazil
Geji cluster,Severely endangered,6000,10.196,9.5581,1,Nigeria
Mbya Guarani (Brazil),Vulnerable,6000,-30.1451,-50.625,1,Brazil
Moklen,Definitely endangered,6000,8.1953,98.3036,2,"Myanmar, Thailand"
Nauruan,Severely endangered,6000,-0.53,166.9221,1,Nauru
Nheengatu / Yeral (Brazil),Severely endangered,6000,-0.4833,-67.0166,1,Brazil
Parachi,Definitely endangered,6000,34.4658,68.637,1,Afghanistan
Quechua of San Martín,Severely endangered,6000,-6.5336,-76.4428,1,Peru
Sawkna,Critically endangered,6000,27.252,17.7539,1,Libyan Arab Jamahiriya
Sulung,Definitely endangered,6000,27.839,92.8784,2,"China, India"
Tindi,Definitely endangered,6000,42.466,46.1453,1,Russian Federation
Western Apache,Definitely endangered,6000,33.2563,-110.4637,1,United States of America
Yanomami (Brazil),Vulnerable,6000,3.0746,-63.457,1,Brazil
Yazgulami,Severely endangered,6000,38.1982,71.4276,1,Tajikistan
Chantyal,Definitely endangered,5912,28.4493,83.4054,1,Nepal
Mortlockese,Definitely endangered,5904,5.5811,153.5668,1,Micronesia (Federated States of)
Baníwa do Içana,Vulnerable,5811,1.2743,-68.291,3,"Brazil, Colombia, Venezuela (Bolivarian Republic of)"
"Akawaio (Guyana, Venezuela)",Definitely endangered,5800,5.3753,-60.5126,2,"Guyana, Venezuela (Bolivarian Republic of)"
Akhvakh,Definitely endangered,5793,42.472,46.3238,1,Russian Federation
Veps,Severely endangered,5753,60.3269,34.8046,1,Russian Federation
Qikiqtaaluk nigiani,Vulnerable,5740,63.7577,-68.5178,1,Canada
Sipakapense,Definitely endangered,5687,15.2121,-91.6335,1,Guatemala
Bribri (Costa Rica),Vulnerable,5647,9.5596,-83.3073,1,Costa Rica
Bainouk-Gunyaamolo,Vulnerable,5635,12.7421,-16.1141,1,Senegal
Kwatay,Severely endangered,5625,12.4204,-16.7596,1,Senegal
Baheng (Viet Nam),Vulnerable,5569,22.8166,106.35,1,Viet Nam
Dameli,Severely endangered,5500,35.578,71.8684,1,Pakistan
Sak (Bangladesh),Severely endangered,5500,21.5041,92.2055,1,Bangladesh
Yidgha,Definitely endangered,5500,36.0024,71.6006,1,Pakistan
Southeastern Tarahumara,Vulnerable,5406,26.0891,-106.9645,1,Mexico
Chimané,Vulnerable,5300,-15.2629,-66.8518,1,Bolivia (Plurinational State of)
Dilling,Definitely endangered,5295,12.0178,29.663,1,Sudan
San Dionisio del Mar Huave,Definitely endangered,5165,16.3166,-94.75,1,Mexico
Lafofa,Severely endangered,5140,10.3716,30.6243,1,Sudan
Akeu,Definitely endangered,5000,21.5833,101.0166,3,"Lao People's Democratic Republic, Myanmar, Thailand"
Anung (China),Critically endangered,5000,26.7368,98.7766,1,China
Bagvalal,Definitely endangered,5000,42.5247,46.192,1,Russian Federation
Bambassi,Definitely endangered,5000,9.7469,34.7662,1,Ethiopia
Barí,Vulnerable,5000,9.0261,-73.2678,1,Colombia
Bartangi,Severely endangered,5000,38.048,71.8286,1,Tajikistan
Bokar,Vulnerable,5000,28.8735,94.3807,2,"China, India"
Brokpa,Definitely endangered,5000,27.3766,91.9981,1,Bhutan
Creek,Definitely endangered,5000,35.6319,-95.9616,1,United States of America
Cubeo (Colombia),Vulnerable,5000,1.5,-70.5,1,Colombia
Dagur (Hailar),Definitely endangered,5000,48.6111,119.7949,1,China
Damal,Vulnerable,5000,-4.2806,137.0324,1,Indonesia
Dhaiso,Definitely endangered,5000,-5.0745,38.4741,1,United Republic of Tanzania
Gorum,Definitely endangered,5000,18.667,83.0346,1,India
Guarayu,Definitely endangered,5000,-15.919,-62.8747,1,Bolivia (Plurinational State of)
Gutnish,Definitely endangered,5000,57.3027,18.5284,1,Sweden
Hopi,Vulnerable,5000,35.8721,-110.6205,1,United States of America
Ilue,Critically endangered,5000,4.9185,8.2397,1,Nigeria
Jibbali,Severely endangered,5000,18.0623,52.4267,1,Oman
Kalasha,Severely endangered,5000,35.6684,71.7201,1,Pakistan
Kami,Severely endangered,5000,-6.8937,37.1337,1,United Republic of Tanzania
Kathu,Definitely endangered,5000,24.136,105.249,1,China
Khojki,Severely endangered,5000,23.6193,58.5653,1,Oman
Khwe,Definitely endangered,5000,-18.271,21.4892,1,Namibia
Kom,Definitely endangered,5000,24.0414,93.6639,1,India
Korandje,Severely endangered,5000,29.4049,-3.2605,1,Algeria
Lachi,Definitely endangered,5000,22.5,104.1333,1,Viet Nam
Mak,Definitely endangered,5000,25.5532,107.3809,1,China
Manihiki,Definitely endangered,5000,-10.4,-161,1,Cook Islands
Megleno-Romanian,Severely endangered,5000,41.1042,22.2025,2,"Greece, The former Yugoslav Republic of Macedonia"
Molise Croatian,Severely endangered,5000,41.8787,14.7065,1,Italy
Moroccan Judeo-Arabic (Morocco),Severely endangered,5000,34.0435,-5.0097,1,Morocco
Namuyi,Vulnerable,5000,28.0727,101.9565,1,China
Padoe,Vulnerable,5000,-2.6467,121.2615,1,Indonesia
Patamona (Guyana),Vulnerable,5000,4.5873,-59.8095,1,Guyana
Pu,Critically endangered,5000,8.2549,93.1022,1,India
Pume,Definitely endangered,5000,6.7518,-68.247,1,Venezuela (Bolivarian Republic of)
Singpho,Definitely endangered,5000,27.5569,96.7456,1,India
Turi,Definitely endangered,5000,21.8411,87.2973,1,India
Udi (Azerbaijan),Severely endangered,5000,41.0689,47.4609,1,Azerbaijan
Yecuana (Venezuela),Vulnerable,5000,4.8501,-64.5117,1,Venezuela (Bolivarian Republic of)
Jirel,Definitely endangered,4919,27.6419,86.2123,1,Nepal
Dolgan,Definitely endangered,4865,71.3851,97.3388,1,Russian Federation
Tsum,Definitely endangered,4786,28.4723,85.008,1,Nepal
Taroko,Vulnerable,4750,24.0916,121.5218,1,China
Kivallirmiutut,Vulnerable,4675,61.0982,-94.1201,1,Canada
Zapotec of Petapa,Definitely endangered,4613,16.8333,-95.1166,1,Mexico
Dungmali,Definitely endangered,4609,27.1874,87.1902,1,Nepal
Saryg Yugur,Severely endangered,4600,39.2747,98.8439,1,China
Qikiqtaaluk uannangani,Vulnerable,4550,69.3878,-81.615,1,Canada
Afitti,Severely endangered,4512,12.4419,30.7534,1,Sudan
Nomatsiguenga,Severely endangered,4500,-11.3292,-74.3664,1,Peru
Piapoko,Definitely endangered,4500,4.0396,-68.0712,2,"Colombia, Venezuela (Bolivarian Republic of)"
Tokelauan,Severely endangered,4500,-9.1699,-171.8206,1,Tokelau
Wotu,Vulnerable,4500,-2.6303,120.888,1,Indonesia
Wambule,Vulnerable,4471,27.1746,86.4363,1,Nepal
Southern East Cree,Vulnerable,4455,50.587,-73.6365,1,Canada
Arbore,Definitely endangered,4441,5.069,36.892,1,Ethiopia
Ebang,Severely endangered,4412,11.313,30.5886,1,Sudan
Tafi,Vulnerable,4400,6.73,0.4421,1,Ghana
Puma,Severely endangered,4310,26.9692,86.9004,1,Nepal
Gyele,Definitely endangered,4280,2.2241,9.8986,2,"Cameroon, Equatorial Guinea"
Bwisi,Definitely endangered,4248,-3.5572,11.4477,2,"Congo, Gabon"
Eastern Montagnais,Vulnerable,4180,50.2136,-66.193,1,Canada
Atikamekw,Vulnerable,4155,47.2104,-74.3827,1,Canada
Acoma-Laguna,Definitely endangered,4000,34.8964,-107.5816,1,United States of America
Aka,Definitely endangered,4000,27.1666,92.6312,2,"India, Sudan"
Baga Manduri,Definitely endangered,4000,10.0986,-14.0405,1,Guinea
Baga Sitemu,Severely endangered,4000,10.1094,-14.1586,1,Guinea
Botlikh,Definitely endangered,4000,42.6602,46.2222,1,Russian Federation
Bunan,Definitely endangered,4000,32.7503,76.2451,1,India
Cashinahua (Peru),Definitely endangered,4000,-10.3581,-71.5869,1,Peru
Cha'palaa,Definitely endangered,4000,0.9386,-79.0055,1,Ecuador
Evenki (Manchuria),Severely endangered,4000,50.34,123.43,1,China
Gazhuo,Definitely endangered,4000,24.0959,102.5463,1,China
Godoberi,Definitely endangered,4000,42.643,46.1027,1,Russian Federation
"Kari'ña (Guyana, Suriname)",Severely endangered,4000,6.8828,-60.2929,2,"Guyana, Suriname"
Lishan Didan (Israel),Severely endangered,4000,32.0383,34.7827,1,Israel
Napu,Vulnerable,4000,-1.2882,120.2536,1,Indonesia
Rahambuu,Vulnerable,4000,-3.1898,121.0858,1,Indonesia
Shingsaba,Vulnerable,4000,27.7163,87.4731,2,"China, Nepal"
Sinkiang Dagur,Definitely endangered,4000,46.7737,83.0017,1,China
Taa,Definitely endangered,4000,-24.1367,20.1049,1,Botswana
Tennet,Vulnerable,4000,4.8611,33.2226,1,Sudan
Wapishana (Brazil),Definitely endangered,4000,2.8113,-61.2377,1,Brazil
Yagua,Definitely endangered,4000,-3.3598,-72.3779,1,Peru
Yanomám,Vulnerable,4000,3.3818,-63.8085,1,Brazil
Yanomami (Venezuela),Vulnerable,4000,2.5918,-64.7314,1,Venezuela (Bolivarian Republic of)
Younuo Bunu,Definitely endangered,4000,25.1463,106.5405,1,China
Zenaga (Mauritania),Severely endangered,4000,17.3086,-13.0078,1,Mauritania
Baghati,Critically endangered,3976,31.194,77.0471,1,India
Bharmauri,Definitely endangered,3976,32.4912,76.8383,1,India
Uspantek,Vulnerable,3971,15.3475,-90.8684,1,Guatemala
Khang Quang Lam,Severely endangered,3921,22.0333,102.6666,1,Viet Nam
Konni,Vulnerable,3800,10.3311,-1.6973,1,Ghana
Tocho,Severely endangered,3800,10.8764,30.1135,1,Sudan
Nupri,Definitely endangered,3776,28.6384,84.6079,1,Nepal
Ayoreo,Definitely endangered,3700,-18.719,-59.6228,1,Bolivia (Plurinational State of)
Moyon,Definitely endangered,3700,24.4171,94.378,1,India
Utsat,Definitely endangered,3700,18.2727,109.3871,1,China
Nayi,Vulnerable,3656,7.2698,36.1724,1,Ethiopia
Mussau-Emira,Definitely endangered,3651,-1.4774,149.6392,1,Papua New Guinea
Narim,Definitely endangered,3623,4.9048,34.2224,1,Sudan
Garífuna (Guatemala),Vulnerable,3564,15.8268,-88.7506,1,Guatemala
Nachiring,Severely endangered,3553,27.4144,86.7521,1,Nepal
Eastern Popoloc,Vulnerable,3544,18.3322,-97.3471,1,Mexico
Nding,Critically endangered,3513,10.4121,30.6024,1,Sudan
Anung (Myanmar),Severely endangered,3500,27.2,98.6333,1,Myanmar
Camsá,Definitely endangered,3500,0.8788,-76.7724,1,Colombia
Crow,Definitely endangered,3500,45.5963,-107.4613,1,United States of America
Sak (Myanmar),Vulnerable,3500,21.2333,93.0761,1,Myanmar
Shwai,Critically endangered,3500,11.3184,30.4156,1,Sudan
Wano,Definitely endangered,3500,-3.5463,137.9058,1,Indonesia
Northwestern Ojibwe,Vulnerable,3465,52.0016,-95.4274,1,Canada
Bakpinka,Critically endangered,3416,5.3644,8.2397,1,Nigeria
Morokodo,Severely endangered,3400,6.0313,29.7949,1,Sudan
Eloxochitlán Mazatec,Vulnerable,3384,18.1754,-96.8765,1,Mexico
Menik,Definitely endangered,3375,12.7528,-12.2717,1,Senegal
Teribe (Panama),Definitely endangered,3305,9.4472,-82.5166,1,Panama
